Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name
FDX,FedEx Corporation,USD,New York Stock Exchange,NYSE,America/New_York
FE,FirstEnergy Corp.,USD,New York Stock Exchange,NYSE,America/New_York
FEDU,Four Seasons Edu (Cayman) Inc ADR,USD,New York Stock Exchange,NYSE,America/New_York
FEIM,"Frequency Electronics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FELE,Franklin Electric Co.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FELP,Foresight Energy LP,USD,New York Stock Exchange,NYSE,America/New_York
FEM,1ST TR EXCHANGE/EMERGING MKTS ALPHA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FEMB,1ST TR EXCHANGE/EMERGING MKTS LOC C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FEMS,1ST TR EXCHANGE/EMERGING MKTS SMALL,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FENC,Fennec Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FENG,Phoenix New Media Ltd ADR,USD,New York Stock Exchange,NYSE,America/New_York
FEP,1ST TR EXCHANGE/EUROPE ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FET,Forum Energy Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York
FEUZ,1ST TR EXCHANGE/EUROZONE ALPHADEX E,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FEX,1ST TR LARGE CA/COM SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FEYE,FireEye Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FF,FutureFuel Corp.,USD,New York Stock Exchange,NYSE,America/New_York
FFBC,First Financial Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFBW,FFBW Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFG,FBL Financial Group,USD,New York Stock Exchange,NYSE,America/New_York
FFHL,"Fuwei Films (Holdings) Co., Ltd",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFIC,Flushing Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFIN,First Financial Bankshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFIV,"F5 Networks, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFNW,"FIRST FINANCIAL NORTHWEST, INC.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FFWM,First Foundation Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FG,FGL Holdings,USD,New York Stock Exchange,NYSE,America/New_York
FGBI,"First Guaranty Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FGEN,FibroGen Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FGM,1ST TR EXCHANGE/GERMANY ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FGP,"Ferrellgas Partners, L.P.",USD,New York Stock Exchange,NYSE,America/New_York
FHB,First Hawaiian Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FHK,1ST TR EXCHANGE/HONG KONG ALPHADEX,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FHN,First Horizon National Corp,USD,New York Stock Exchange,NYSE,America/New_York
FHN-A,FRST DS REP 0.25 SRS A NON CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
FI,Franks International NV,USD,New York Stock Exchange,NYSE,America/New_York
FIBK,First Interstate Bancsystem Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FICO,Fair Isaac Corporation,USD,New York Stock Exchange,NYSE,America/New_York
FII,Federated Investors Inc,USD,New York Stock Exchange,NYSE,America/New_York
FINX,GLB X FUNDS/FINTECH THEMATIC ET,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIS,Fidelity National Information Servcs Inc,USD,New York Stock Exchange,NYSE,America/New_York
FISI,"Financial Institutions, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FISV,Fiserv Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIT,Fitbit Inc,USD,New York Stock Exchange,NYSE,America/New_York
FITB,Fifth Third Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FITBI,FIFTH DS REP 1/1000TH SRS I PERP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIVE,Five Below Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIVN,Five9 Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIX,"Comfort Systems USA, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
FIXD,1ST TR EXCHANGE/TCW OPPORTUNISTIC F,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIXX,Homology Medicines Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FIZZ,National Beverage Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FJP,1ST TR EXCHANGE/JAPAN ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FKO,1ST TR EXCHANGE/SOUTH KOREA ALPHADE,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FKU,1ST TR EXCHANGE/UK ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FL,"Foot Locker, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
FLAT,BARCLAYS BK IPATH US TR FLATTENR ETN,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLDM,Fluidigm Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLEX,Flex Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLGT,Fulgent Genetics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLIC,First of Long Island Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLIR,"FLIR Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLKS,Flex Pharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLL,"Full House Resorts, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLMN,Falcon Minerals Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLN,1ST TR EXCHANGE/LATIN AMER ALPHADEX,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLNT,Fluent Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLO,"Flowers Foods, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
FLOW,SPX Flow Inc,USD,New York Stock Exchange,NYSE,America/New_York
FLR,Fluor Corporation (NEW),USD,New York Stock Exchange,NYSE,America/New_York
FLS,Flowserve Corp,USD,New York Stock Exchange,NYSE,America/New_York
FLT,"FleetCor Technologies, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
FLWS,1-800-Flowers.Com Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLXN,Flexion Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLXS,"Flexsteel Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FLY,Fly Leasing Ltd,USD,New York Stock Exchange,NYSE,America/New_York
FMAO,"Farmers & Merchants Bancorp, Inc. (OH) Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMB,1ST TR EXCHANGE/MANAGED MUN ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMBH,"First Mid-Illinois Bancshares, Inc. Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMBI,First Midwest Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMC,FMC Corp,USD,New York Stock Exchange,NYSE,America/New_York
FMCI,FORUM MERGER II/SH CL A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMHI,1ST TR EXCHANGE/MUN HIGH IN ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMK,1ST TR EXCHANGE/1ST TR MEGA CAP ALP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMNB,Farmers National Banc Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FMS,Fresenius Medical Care AG & Co.,USD,New York Stock Exchange,NYSE,America/New_York
FMX,Fomento Economico Mexicano SAB,USD,New York Stock Exchange,NYSE,America/New_York
FN,Fabrinet,USD,New York Stock Exchange,NYSE,America/New_York
FNB,F.N.B. Corp,USD,New York Stock Exchange,NYSE,America/New_York
FNB-E,F N B CORP FL/SH SH NV,USD,New York Stock Exchange,NYSE,America/New_York
FNCB,FNCB Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FND,Floor & Decor Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
FNF,Fidelity National Financial Inc,USD,New York Stock Exchange,NYSE,America/New_York
FNHC,Federated National Holding Co Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNJN,Finjan Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNK,1ST TR EXCHANGE/MID CAP VALUE ALPHA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNKO,Funko Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNLC,First Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNSR,Finisar Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNV,Franco Nevada Corp,USD,New York Stock Exchange,NYSE,America/New_York
FNWB,First Northwest BanCorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNX,1ST TR MID CAP/COM SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FNY,1ST TR EXCHANGE/MID CAP GR ALPHADEX,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOANC,GABELLI NEXTSHA/FOOD OF ALL NATIONS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOCS,Focus Financial Partners Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOE,Ferro Corporation,USD,New York Stock Exchange,NYSE,America/New_York
FOLD,"Amicus Therapeutics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOMX,Foamix Pharmaceuticals Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FONE,1ST TR EXCHANGE/NASDAQ SMARTPHONE I,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FONR,Fonar Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOR,Forestar Group Inc.,USD,New York Stock Exchange,NYSE,America/New_York
FORD,"Forward Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FORK,Fuling Global Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FORM,"FormFactor, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FORR,"Forrester Research, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FORTY,Formula Systems (1985) Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOSL,Fossil Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOX,Twenty-First Century Fox Inc Class B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOXA,Twenty-First Century Fox Inc Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FOXF,Fox Factory Holding Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FPA,1ST TR EXCHANGE/ASIA PAC EX JAPAN A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FPAC,FAR POINT ACQUI/SH,USD,New York Stock Exchange,NYSE,America/New_York
FPAY,FlexShopper Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FPH,Five Point Holdings LLC,USD,New York Stock Exchange,NYSE,America/New_York
FPI,Farmland Partners Inc,USD,New York Stock Exchange,NYSE,America/New_York
FPI-B,Farmland Partners Inc Preferred Shares Series B,USD,New York Stock Exchange,NYSE,America/New_York
FPRX,Five Prime Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FPXI,1ST TR EXCHANGE/INTL IPO ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FR,"First Industrial Realty Trust, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
FRAC,Keane Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
FRAN,Francesca's Holdings Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRBA,First Bank,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRBK,"Republic First Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRC,First Republic Bank,USD,New York Stock Exchange,NYSE,America/New_York
FRC-D,First Republic Bank Preferred Shares,USD,New York Stock Exchange,NYSE,America/New_York
FRC-F,FRB DS RP 1 40 SRS F NON CM PRP PRF,USD,New York Stock Exchange,NYSE,America/New_York
FRC-G,1ST REP BK SAN/DEPOSITARY SH S G,USD,New York Stock Exchange,NYSE,America/New_York
FRC-H,FST RPBL 40 DS RP NCOM PRP SRS H PRF,USD,New York Stock Exchange,NYSE,America/New_York
FRC-I,FIRST REP BK DS REP 1/40 SRS I PRF,USD,New York Stock Exchange,NYSE,America/New_York
FRED,"Fred's, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRGI,Fiesta Restaurant Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRME,First Merchants Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRO,Frontline Ltd,USD,New York Stock Exchange,NYSE,America/New_York
FRPH,FRP Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRPT,Freshpet Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRSH,Papa Murphy's Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRSX,FORESIGHT AUTON/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FRT,Federal Realty Investment Trust,USD,New York Stock Exchange,NYSE,America/New_York
FRT-C,FDRL RLTY INVT DS REP 5 SER C PRF,USD,New York Stock Exchange,NYSE,America/New_York
FRTA,Forterra Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSB,Franklin Financial Network Inc,USD,New York Stock Exchange,NYSE,America/New_York
FSBC,FSB Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSBW,FS Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSCT,Forescout Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSFG,First Savings Financial Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSLR,"First Solar, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSM,Fortuna Silver Mines Inc,USD,New York Stock Exchange,NYSE,America/New_York
FSNN,"Fusion Telecommunications International, Inc. common stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSS,Federal Signal Corporation,USD,New York Stock Exchange,NYSE,America/New_York
FSTR,L.B. Foster Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSV,FirstService Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FSZ,1ST TR EXCHANGE/CH ALPHADEX FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTA,1ST TR LARGE CA/COM SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTAG,1ST TR EXCHANGE/INDXX GLB AGRIC ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTAI,Fortress Transprtn and Infr Investrs LLC,USD,New York Stock Exchange,NYSE,America/New_York
FTC,1ST TR LARGE CA/COM SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTCH,Farfetch Ltd,USD,New York Stock Exchange,NYSE,America/New_York
FTCS,1ST TR EXCHANGE/CAP STRENGTH ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTD,FTD Companies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTDR,Frontdoor Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTEK,Fuel Tech Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTEO,FRONTEO Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTFT,Future Fintech Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTGC,1ST TR EXCHANGE/1ST TR GLB TACTICAL,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTHI,1ST TR EXCHANGE/BUYWRITE IN ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTI,TechnipFMC PLC,USD,New York Stock Exchange,NYSE,America/New_York
FTK,Flotek Industries Inc,USD,New York Stock Exchange,NYSE,America/New_York
FTLB,1ST TR EXCHANGE/HEDGED BUYWRITE IN,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTNT,Fortinet Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTR,Frontier Communications Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTRI,1ST TR EXCHANGE/1ST TR INDXX GLB NA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTS,Fortis Inc,USD,New York Stock Exchange,NYSE,America/New_York
FTSI,FTS International Inc,USD,New York Stock Exchange,NYSE,America/New_York
FTSL,1ST TR EXCHANGE/SR LN FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTSM,1ST TR EXCHANGE/1ST TR ENHANCED SHO,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTSV,Forty Seven Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTV,Fortive Corp,USD,New York Stock Exchange,NYSE,America/New_York
FTV-A,FORTIVE CORP/5% PFD SH S A,USD,New York Stock Exchange,NYSE,America/New_York
FTXD,1ST TR EXCHANGE/NASDAQ RETAIL ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTXG,1ST TR EXCHANGE/NASDAQ FOOD & BEVER,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTXH,1ST TR EXCHANGE/NASDAQ PHARMACEUTIC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTXL,1ST TR EXCHANGE/NASDAQ SEMICONDUCTO,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTXN,1ST TR EXCHANGE/NASDAQ OIL & GAS ET,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTXO,1ST TR EXCHANGE/NASDAQ BK ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FTXR,1ST TR EXCHANGE/NASDAQ TRANSN ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FUL,HB Fuller Co,USD,New York Stock Exchange,NYSE,America/New_York
FULT,Fulton Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FUN,"Cedar Fair, L.P.",USD,New York Stock Exchange,NYSE,America/New_York
FUNC,First United Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FUSB,First US Bancshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FUV,Arcimoto Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FV,1ST TR EXCHANGE/DORSEY WRIGHT FOCUS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FVC,1ST TR EXCHANGE/DORSEY WRIGHT DYNAM,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FVCB,FVCBankcorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FVE,Five Star Senior Living Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FWONA,Liberty Media Formula One Series A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FWONK,Liberty Media Formula One Series C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FWP,Forward Pharma A/S,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FWRD,Forward Air Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FYC,1ST TR EXCHANGE/SMALL CAP GR ALPHAD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FYT,1ST TR EXCHANGE/SMALL CAP VALUE ALP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
FYX,1ST TR SMALL CA/COM SHS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
G,Genpact Limited,USD,New York Stock Exchange,NYSE,America/New_York
GAB-D,GABELLI EQUITY 5.875% SER D CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
GAB-G,GABELLI EQUITY/PFD SH S G,USD,New York Stock Exchange,NYSE,America/New_York
GAB-H,GABELLI EQUITY/5.00% PFD SH S H,USD,New York Stock Exchange,NYSE,America/New_York
GAB-J,GABELLI EQUITY 5.45 CUM SRS J PRF,USD,New York Stock Exchange,NYSE,America/New_York
GABC,"German American Bancorp., Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GAIA,Gaia Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GAIN,Gladstone Investment Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GAINL,GLADSTONE INVT /% RED PFD SH S E,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GAINM,GLADSTONE INVT 6.25 CUM SRS D PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GALT,Galectin Therapeutics Inc. Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GAM-B,GEN AMERN INVES/5.95% PFD SH S B,USD,New York Stock Exchange,NYSE,America/New_York
GARS,Garrison Capital Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GASS,StealthGas Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GATX,GATX Corporation,USD,New York Stock Exchange,NYSE,America/New_York
GBCI,"Glacier Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GBDC,Golub Capital BDC Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GBL,Gamco Investors Inc,USD,New York Stock Exchange,NYSE,America/New_York
GBLI,Global Indemnity Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GBLIL,GLOBAL INDEMNITY 7 875 SUB NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GBLIZ,Global Indemnity Ltd Class B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GBT,Global Blood Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GBX,Greenbrier Companies Inc,USD,New York Stock Exchange,NYSE,America/New_York
GCAP,Gain Capital Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
GCBC,Greene County Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GCI,Gannett Co Inc,USD,New York Stock Exchange,NYSE,America/New_York
GCO,Genesco Inc.,USD,New York Stock Exchange,NYSE,America/New_York
GCP,GCP Applied Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York
GCV-B,GABELLI CONV INC SEC 6% SR B CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
GD,General Dynamics Corporation,USD,New York Stock Exchange,NYSE,America/New_York
GDDY,Godaddy Inc,USD,New York Stock Exchange,NYSE,America/New_York
GDEN,Golden Entertainment Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GDI,Gardner Denver Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
GDL-C,GDL CUM PUTT AND CALL SRS C PRF,USD,New York Stock Exchange,NYSE,America/New_York
GDOT,Green Dot Corporation,USD,New York Stock Exchange,NYSE,America/New_York
GDS,GDS Holdings Ltd - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GDV-A,GABELLI DIV INCM 5.875 SRS A CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
GDV-D,GABELLI DIVIDEND INCM 6 SRS D PRF,USD,New York Stock Exchange,NYSE,America/New_York
GDV-G,GABELLI DIV & I/% PFD SH S G,USD,New York Stock Exchange,NYSE,America/New_York
GE,General Electric Company,USD,New York Stock Exchange,NYSE,America/New_York
GEC,Great Elm Capital Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GECC,Great Elm Capital Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GEF,"Greif, Inc. Class A",USD,New York Stock Exchange,NYSE,America/New_York
GEF.B,"Greif, Inc. Class B",USD,New York Stock Exchange,NYSE,America/New_York
GEL,"Genesis Energy, L.P.  common stock",USD,New York Stock Exchange,NYSE,America/New_York
